debug1OR8AN:debugTPUTCN,focus,849,off,1471197769061
debug1OR8AN:debugTPUTCN,focus,4643,on,1471197773704
debug1OR8AN:debugTPUTCN,window_resize,270,"[1024, 687]",1471197773974
debug1OR8AN:debugTPUTCN,focus,760648,on,1471198534622
debug1OR8AN:debugTPUTCN,focus,166362,on,1471198700984
debug1OR8AN:debugTPUTCN,window_resize,19750,"[1024, 472]",1471198720734
debug1OR8AN:debugTPUTCN,focus,639,off,1471198721373
debug1OR8AN:debugTPUTCN,focus,36764,on,1471198758137
debug1OR8AN:debugTPUTCN,focus,8410152,on,1471207168289
debug1OR8AN:debugTPUTCN,focus,19530,off,1471207187819
debug1OR8AN:debugTPUTCN,focus,284,on,1471207188103
debug1OR8AN:debugTPUTCN,window_resize,252,"[1024, 687]",1471207188355
debug1OR8AN:debugTPUTCN,focus,7983,off,1471207196338
debug1OR8AN:debugTPUTCN,focus,2317,on,1471207198655
debug1OR8AN:debugTPUTCN,window_resize,2665,"[1024, 472]",1471207201320
debug1OR8AN:debugTPUTCN,focus,494,off,1471207201814
debug1OR8AN:debugTPUTCN,window_resize,2433,"[1024, 687]",1471207204247
debug1OR8AN:debugTPUTCN,focus,2029,on,1471207206276
debug1OR8AN:debugTPUTCN,focus,650063,on,1471207856339
